,user_id,version,minutes_play,day_1_active,day_7_active
142,143,control,42.67298645054353,False,False
1158,2659,treatment,29.185725369732292,False,False
677,678,control,46.291212053324976,False,False
1044,2545,treatment,16.832504128057657,False,False
594,595,control,31.687222669364793,True,True
1750,3251,treatment,30.14323011879091,False,True
335,1836,treatment,28.173716155929764,False,True
134,135,control,37.609493931283296,False,False
1557,3058,treatment,19.43291111376278,True,False
188,189,control,26.451755419051814,False,False
38,1539,treatment,22.204636569909482,False,False
911,2412,treatment,23.006608458028673,False,False
1030,2531,treatment,41.84643023345939,False,True
618,619,control,23.976600169737715,True,True
950,951,control,23.07077203627563,False,False
314,1815,treatment,44.749906314941995,False,True
668,2169,treatment,47.48817861485808,False,False
1160,1161,control,35.06976484320266,True,True
1489,2990,treatment,39.4733865807904,False,False
259,1760,treatment,60.58625445893176,False,True
437,1938,treatment,14.60603032459224,False,False
1183,1184,control,11.205247560895991,False,False
675,2176,treatment,37.2832010285517,False,False
1575,3076,treatment,16.048913306601992,False,True
303,304,control,36.11123550055911,True,True
10,1511,treatment,24.211138483779457,True,False
457,458,control,46.019076510169285,True,True
664,665,control,29.910971749876975,False,False
948,949,control,31.01466892452418,True,True
924,2425,treatment,31.230522082594703,True,False
1059,2560,treatment,39.41630623306655,False,False
378,379,control,33.769201144376304,False,False
1162,1163,control,29.71054055023261,False,False
1427,1428,control,32.00048984916547,False,False
498,499,control,33.1158150338288,True,True
1644,3145,treatment,29.456159940675985,False,False
1272,1273,control,31.07829882268611,False,False
180,1681,treatment,31.934608294621512,False,False
1713,3214,treatment,40.56295879679308,False,True
14,1515,treatment,26.560180403539345,False,False
896,2397,treatment,19.93614094034563,False,False
77,78,control,28.739704146869848,True,True
173,174,control,30.72907243276052,False,False
884,2385,treatment,28.35013548154003,False,False
1516,3017,treatment,17.605586251544327,False,False
788,789,control,18.415840891342086,True,True
206,1707,treatment,30.13477713617865,True,False
63,1564,treatment,17.73734540059544,True,True
770,2271,treatment,54.32061996209657,False,False
124,125,control,46.08690968022053,False,False
596,597,control,23.69381608569424,False,False
687,688,control,40.83198802688199,False,False
533,2034,treatment,31.8259541953627,True,False
698,2199,treatment,39.05982111622154,False,True
1109,1110,control,31.523397528739434,False,False
1276,2777,treatment,44.27484954015637,False,False
1491,1492,control,19.07310725022586,False,False
1811,3312,treatment,32.57958780158928,False,True
1033,2534,treatment,27.356427998337818,False,False
1053,1054,control,38.275945851986286,True,True
1294,1295,control,36.508242887315824,False,False
1006,1007,control,27.97341092834446,False,False
1337,1338,control,32.73073188112693,False,False
1135,2636,treatment,28.34423841321418,False,True
401,402,control,24.700859013663234,True,True
1419,2920,treatment,36.326573946133884,False,False
1443,1444,control,38.47517369828904,True,True
576,2077,treatment,27.75512758481092,True,True
968,969,control,35.28010473979208,False,False
421,1922,treatment,47.980589922472504,True,True
633,634,control,36.00571094310507,False,False
1173,2674,treatment,17.791856858283516,False,True
587,2088,treatment,14.39524929237043,False,False
780,781,control,28.02763631595715,False,False
1071,1072,control,21.77999577808481,False,False
1453,2954,treatment,28.15723573672523,True,True
629,630,control,49.86763037169162,False,False
205,1706,treatment,28.933376968024334,False,False
430,1931,treatment,19.527628587597647,False,True
1104,2605,treatment,33.048603190465705,False,True
1373,2874,treatment,36.0293494664977,True,False
1194,1195,control,37.687358603186,False,False
875,876,control,44.28663834439298,True,True
743,2244,treatment,29.457946885141173,True,True
944,945,control,39.59706371347511,False,False
1238,1239,control,34.522652134748235,True,True
465,1966,treatment,29.284039947432845,True,False
734,2235,treatment,6.7516367454475095,False,False
1000,1001,control,22.511725344305482,False,False
749,750,control,42.56820831848364,False,False
1833,3334,treatment,33.792908841587646,False,False
733,734,control,29.616787822568483,True,True
322,323,control,26.242500890180736,False,False
966,967,control,26.58793935379327,False,False
651,652,control,18.257296971746555,False,False
684,685,control,22.608577256442175,False,False
1377,1378,control,22.823683155783865,True,True
104,105,control,29.753740185685192,True,True
438,1939,treatment,48.85168813516475,True,False
1799,3300,treatment,24.584876641685444,True,True
652,653,control,32.14586074704235,False,False
275,276,control,23.303814001302417,False,False
1051,2552,treatment,33.452653748964664,True,False
192,1693,treatment,32.99582111088514,False,True
725,2226,treatment,49.48379950883445,True,False
666,2167,treatment,29.302561822008713,False,True
1142,1143,control,2.1916272511857997,False,False
947,948,control,41.7805700395996,False,False
28,1529,treatment,29.59931279811334,False,False
433,434,control,19.181808767093802,True,True
1301,2802,treatment,40.86250572789827,False,False
1073,1074,control,37.378253923729055,False,False
897,898,control,33.66732198142474,False,False
624,625,control,27.278235343126067,True,True
1329,1330,control,24.797482886659203,False,False
1050,2551,treatment,20.893829639280494,False,False
558,559,control,40.68160387329081,False,False
1163,2664,treatment,30.636926252010653,True,True
203,1704,treatment,37.882969302220886,False,True
556,557,control,40.895326572144526,True,True
745,2246,treatment,44.08518452326017,True,True
55,1556,treatment,41.693159694243484,False,True
251,1752,treatment,39.350587468112366,False,False
707,708,control,25.028398533111346,False,False
1046,1047,control,22.142806012324897,False,False
553,554,control,12.371022655989254,False,False
633,2134,treatment,37.00571094310507,False,False
1095,2596,treatment,13.741099952099297,False,True
783,2284,treatment,41.57695101428216,False,False
908,2409,treatment,24.573901585334287,True,False
109,1610,treatment,14.945902559840352,True,False
1434,1435,control,36.25430326210501,False,False
864,865,control,45.755009358424054,False,False
1178,2679,treatment,18.508433686491003,False,False
25,26,control,23.6224849754659,True,True
1395,1396,control,52.71033767456694,False,False
979,2480,treatment,38.20989391703909,False,False
28,29,control,28.59931279811334,True,True
684,2185,treatment,23.608577256442175,False,False
1300,2801,treatment,16.156716879593624,True,False
1555,3056,treatment,32.083085983823544,True,False
783,784,control,40.57695101428216,False,False
73,1574,treatment,20.027969535169657,True,True
708,2209,treatment,37.91422545256789,True,False
212,213,control,27.251224534340654,False,False
1148,1149,control,42.02516586669703,True,True
943,944,control,17.458164894150787,False,False
634,2135,treatment,15.225512061729946,False,False
1441,2942,treatment,32.6267062590215,False,False
566,567,control,20.14976417301928,True,True
1042,2543,treatment,23.428359018823645,False,False
1295,2796,treatment,32.385014637062476,True,False
1081,2582,treatment,29.219873856754763,False,True
654,655,control,37.824404041044424,True,True
1468,1469,control,46.25088158086681,True,True
1188,1189,control,44.17966828436699,False,False
188,1689,treatment,27.451755419051814,False,False
1413,1414,control,28.95902280483385,False,False
312,1813,treatment,20.95032846617896,False,False
389,390,control,23.05201784894497,False,False
1141,2642,treatment,37.42042149387247,True,False
1210,1211,control,21.387747468027257,True,True
552,553,control,28.78258504742908,False,False
177,178,control,23.88774659695175,True,True
560,561,control,28.93325509441758,True,True
426,1927,treatment,32.24358632618915,False,False
265,266,control,26.462456662186508,False,False
329,1830,treatment,35.49135613359717,False,False
1277,2778,treatment,42.323757784574674,True,False
295,296,control,36.957873191396075,False,False
806,807,control,34.95180888785986,True,True
1281,2782,treatment,29.385488617158465,True,False
1302,2803,treatment,26.243614404749422,False,True
723,2224,treatment,19.570479604585,False,False
844,845,control,26.026365081896024,False,False
1377,2878,treatment,23.823683155783865,False,False
127,128,control,34.99740144865173,True,True
480,1981,treatment,21.3674631412121,True,False
971,972,control,14.315599531686425,False,False
625,626,control,18.398703384664714,False,False
46,1547,treatment,54.92365265937726,True,True
250,251,control,48.629275851052284,False,False
166,1667,treatment,46.23663776478527,False,True
1031,2532,treatment,42.91189262326987,False,True
657,2158,treatment,29.413947930415006,False,False
1260,2761,treatment,33.69001189672128,False,True
330,331,control,28.546364568457896,False,False
1759,3260,treatment,27.187285388159218,False,True
814,2315,treatment,41.52401068873978,False,False
1346,1347,control,36.634792559463165,False,False
547,2048,treatment,15.127935732123696,False,False
398,399,control,28.315735683695273,False,False
457,1958,treatment,47.019076510169285,False,True
